Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,Added By,Added At
spotify:track:5mdCmELBCjI9MyW8M9pF9A,DJ Got Us Fallin' In Love (feat. Pitbull) - Versatile Club Mix,"spotify:artist:23zg3TcAtWQy7J6upgbUnj, spotify:artist:0TnOYISbd1XYRBk9myaseg","Usher, Pitbull",spotify:album:0cqVZFw1M5lsrxc0PUfsmN,DJ Got Us Fallin' In Love - Remixes EP,spotify:artist:23zg3TcAtWQy7J6upgbUnj,Usher,9/24/2010,https://i.scdn.co/image/ab67616d0000b273371f93d05d63fa5b7f5f9558,1,4,354266,https://p.scdn.co/mp3-preview/6d8b4d809709e52045deb49dd3871ac64766aaf2?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,17,spotify:user:piano_l0rd,2020-04-27T18:45:58Z
spotify:track:3rq5w4bQGigXOfdN30ATJt,Do I Wanna Know?,spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,spotify:album:6645HGh7ZOZSUTpqW9iYLR,AM,spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,1/1/2013,https://i.scdn.co/image/ab67616d0000b2730acf7f2eefe5bd36efbc26b4,1,1,272394,https://p.scdn.co/mp3-preview/18d8be17343d3ef580e93a5fff47c9b58870a31a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,65,spotify:user:piano_l0rd,2020-04-27T18:48:28Z
spotify:track:2BstRQGodshjGpeDGQiNgo,Do It Again,spotify:artist:6P7H3ai06vU1sGvdpBwDmE,Steely Dan,spotify:album:4Gh6pRaXqXTtJx4plAJbBw,Can't Buy A Thrill,spotify:artist:6P7H3ai06vU1sGvdpBwDmE,Steely Dan,1/1/1972,https://i.scdn.co/image/ab67616d0000b2735a9b9e265814a9c9636a71a4,1,1,356733,https://p.scdn.co/mp3-preview/e5e35aee3309fca15336d243c3c6597186e09514?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,72,spotify:user:piano_l0rd,2020-04-27T18:49:47Z
spotify:track:5mB1bWU8VueYVxuvcLPn2B,Do It Myself,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,Russ,spotify:album:0lUL92det7mZ4DaHYmiUEC,There's Really A Wolf,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,Russ,5/5/2017,https://i.scdn.co/image/ab67616d0000b273cb045e684adce8d49ada4045,1,8,167333,https://p.scdn.co/mp3-preview/819559dcff85eb53f62b1196dba10199e443ce5c?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,62,spotify:user:piano_l0rd,2020-04-27T18:45:58Z
spotify:track:4eamJr2k9YDH8j58RSTmSc,Doin' Time,spotify:artist:0EdvGhlC1FkGItLOWQzG4J,Sublime,spotify:album:14eK347GdWO4mBBx78tsut,Sublime,spotify:artist:0EdvGhlC1FkGItLOWQzG4J,Sublime,7/30/1996,https://i.scdn.co/image/ab67616d0000b2738fc4b0dcfb9509553f195c85,1,17,253840,https://p.scdn.co/mp3-preview/9a7c0e51a60d576c41ab35361d51b117552e8824?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,70,spotify:user:piano_l0rd,2020-04-27T18:47:59Z
spotify:track:3KIuCzckjdeeVuswPo20mC,DON'T BREAK MY HEART,spotify:artist:0zj66XhQP4EPkat7XkBYL0,Black Panther,spotify:album:33dKa7Yept397zPl3myqoz,黑豹,spotify:artist:0zj66XhQP4EPkat7XkBYL0,Black Panther,12/22/1992,https://i.scdn.co/image/ab67616d0000b27311a256b6a6a3f4604ab13688,1,6,316160,https://p.scdn.co/mp3-preview/066a3fcfe0c064515f95f5d4eae17168beaee936?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,41,spotify:user:piano_l0rd,2020-04-27T18:53:24Z
spotify:track:7G7tgVYORlDuVprcYHuFJh,Don't Dream It's Over,spotify:artist:7ohlPA8dRBtCf92zaZCaaB,Crowded House,spotify:album:1dJpgn1rqvvr4yyNYLEYBG,Crowded House,spotify:artist:7ohlPA8dRBtCf92zaZCaaB,Crowded House,1/1/1986,https://i.scdn.co/image/ab67616d0000b2733ce3e2272e25916844f10d86,1,4,236933,https://p.scdn.co/mp3-preview/c512a5bdeaf2ba029b488dae2e98c18baf970934?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,75,spotify:user:piano_l0rd,2020-07-11T23:08:01Z
spotify:track:1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,"spotify:artist:69GGBxA162lTqCwzJG5jLp, spotify:artist:6Dd3NScHWwnW6obMFbl1BH","The Chainsmokers, Daya",spotify:album:2SByipSK8eZ2pasaIwwzhf,Don't Let Me Down,spotify:artist:69GGBxA162lTqCwzJG5jLp,The Chainsmokers,2/5/2016,https://i.scdn.co/image/ab67616d0000b273df7cddc2d32ef9df762d5a30,1,1,208373,https://p.scdn.co/mp3-preview/e3b81f0f3532f58bd0eb554d0cc9e3f24e8f290c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,83,spotify:user:piano_l0rd,2020-04-27T18:45:58Z
spotify:track:4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',spotify:artist:0rvjqX7ttXeg3mTy8Xscbt,Journey,spotify:album:43wpzak9OmQfrjyksuGwp0,Escape,spotify:artist:0rvjqX7ttXeg3mTy8Xscbt,Journey,1981,https://i.scdn.co/image/ab67616d0000b273c5653f9038e42efad2f8a266,1,1,250986,https://p.scdn.co/mp3-preview/ba6721ffafb5ae83a832eb522424289097bda288?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,84,spotify:user:piano_l0rd,2020-04-27T18:47:44Z
spotify:track:7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - Remastered 2011,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,Queen,spotify:album:21HMAUrbbYSj9NiPPlGumy,Jazz (Deluxe Remastered Version),spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,Queen,11/10/1978,https://i.scdn.co/image/ab67616d0000b273008b06ec71019afd70153889,1,12,209413,https://p.scdn.co/mp3-preview/4ee1d9a98ea72ef0ebb56db045fc17f2bc7bb9d9?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,76,spotify:user:piano_l0rd,2020-04-27T18:50:46Z
spotify:track:0AKejOKlGdiB53QpwAeenO,Don't Wanna Know,"spotify:artist:04gDigrS5kc9YWfZHwBETP, spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg","Maroon 5, Kendrick Lamar",spotify:album:6wALaPGffjfxQnGQUAk7kX,Don't Wanna Know,spotify:artist:04gDigrS5kc9YWfZHwBETP,Maroon 5,10/11/2016,https://i.scdn.co/image/ab67616d0000b273c9fd5c07c8ebda54f8038711,1,1,214480,,FALSE,0,spotify:user:piano_l0rd,2020-04-27T18:49:59Z
spotify:track:043bfUkTydw0xJ5JjOT91w,Don't You Worry Child,"spotify:artist:1h6Cn3P4NGzXbaXidqURXs, spotify:artist:2auikkNYqigWStoHWK1Grq","Swedish House Mafia, John Martin",spotify:album:4ljisoNarj0BpQSMIEv88L,Until Now,spotify:artist:1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,1/1/2012,https://i.scdn.co/image/ab67616d0000b273781f6dd5abe91929df0314e3,1,7,403493,https://p.scdn.co/mp3-preview/4a67225f6d0c38cc62b0ec09d5a17e96fe096872?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,72,spotify:user:piano_l0rd,2020-04-27T18:53:24Z
spotify:track:2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child - Radio Edit,"spotify:artist:1h6Cn3P4NGzXbaXidqURXs, spotify:artist:2auikkNYqigWStoHWK1Grq","Swedish House Mafia, John Martin",spotify:album:3RKhRsifs4RWrqvWV1YpPY,Don't You Worry Child,spotify:artist:1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,9/14/2012,https://i.scdn.co/image/ab67616d0000b2739cfe80c0c05ce104f7bab18e,1,1,212862,https://p.scdn.co/mp3-preview/68ba649e5233a128a3c95a28375dee8522892a4e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,80,spotify:user:piano_l0rd,2020-04-27T18:49:59Z
spotify:track:3ZZq9396zv8pcn5GYVhxUi,Down Under,spotify:artist:0f3EsoviYnRKTkmayI3cux,Men At Work,spotify:album:4HDJMKkwAMVFewqfZcmf84,Business As Usual,spotify:artist:0f3EsoviYnRKTkmayI3cux,Men At Work,11/9/1981,https://i.scdn.co/image/ab67616d0000b273aa5e4c9da271951ac0b31fa2,1,3,222320,https://p.scdn.co/mp3-preview/e05c6626ffc2ea548ae5e7b5fe3d59233133cccb?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,74,spotify:user:piano_l0rd,2020-04-27T18:49:47Z
spotify:track:5pfJsMwoRYKampPay8amX0,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)","spotify:artist:5BcAKTbp20cv7tC5VqPFoC, spotify:artist:3JhNCzhSMTxs9WLGJJxWOY, spotify:artist:4myTppRgh0rojLxx8RycOp, spotify:artist:0AWhixY9hX7LEPyPMjh4O0, spotify:artist:6QeZTS8BrU3r2TYJdA68j9, spotify:artist:2RE8NwNxsOyuNZDD0jRxHP, spotify:artist:3NoeRIxHApi6qe4yan2Vnn","Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Grandmaster Melle Mel, Grandmaster Caz, Kool Moe Dee, Eric Nally",spotify:album:2kqn09pydzvKvB3xWbAxY4,This Unruly Mess I've Made,"spotify:artist:5BcAKTbp20cv7tC5VqPFoC, spotify:artist:3JhNCzhSMTxs9WLGJJxWOY, spotify:artist:4myTppRgh0rojLxx8RycOp","Macklemore & Ryan Lewis, Macklemore, Ryan Lewis",2/26/2016,https://i.scdn.co/image/ab67616d0000b27351245bae78fd3afa47e90453,1,2,292593,https://p.scdn.co/mp3-preview/2db35d0fa2155ae786b4382e38266e805de28c77?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,70,spotify:user:piano_l0rd,2020-04-27T18:53:24Z
spotify:track:7nnWIPM5hwE3DaUBkvOIpy,Drive,spotify:artist:3YcBF2ttyueytpXtEzn1Za,Incubus,spotify:album:2i6nd4FV6y7K9fln6eelmR,Make Yourself,spotify:artist:3YcBF2ttyueytpXtEzn1Za,Incubus,10/26/1999,https://i.scdn.co/image/ab67616d0000b27374fad40214d982351347e46e,1,8,232453,https://p.scdn.co/mp3-preview/ccab2efdb8dbc774afd79884c43e9dc2104941ae?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,78,spotify:user:piano_l0rd,2020-04-27T18:50:46Z
spotify:track:2NBQmPrOEEjA8VbeWOQGxO,Drop It Like It's Hot,"spotify:artist:7hJcb9fa4alzcOq3EaNPoG, spotify:artist:2RdwBSPQiwcmiDo9kixcl8","Snoop Dogg, Pharrell Williams",spotify:album:797fkvAtk0iZvP1HHPCWbp,R&G (Rhythm & Gangsta): The Masterpiece,spotify:artist:7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg,1/1/2004,https://i.scdn.co/image/ab67616d0000b273e803716268c173c3f9a0c057,1,3,266066,https://p.scdn.co/mp3-preview/012299a7c0638126dbec3177609dc6d5170b0831?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,80,spotify:user:piano_l0rd,2020-04-27T18:52:49Z
spotify:track:5zJJjbFWPqjIdTg8v2tcMb,Drops of Jupiter (Tell Me),spotify:artist:3FUY2gzHeIiaesXtOAdB7A,Train,spotify:album:59vfDwwkrOGk9pytpJBclH,Greatest Hits,spotify:artist:3FUY2gzHeIiaesXtOAdB7A,Train,11/9/2018,https://i.scdn.co/image/ab67616d0000b2737cdb7b744b6d0f753ef842f8,1,2,260000,https://p.scdn.co/mp3-preview/eb52f11d11e9ed1db1fb102ff4b49cc0af7c1833?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,44,spotify:user:piano_l0rd,2020-04-27T18:48:14Z
spotify:track:1f5cbQtDrykjarZVrShaDI,Drowning (feat. Kodak Black),"spotify:artist:31W5EY0aAly4Qieq6OFu6I, spotify:artist:46SHBwWsqBkxI7EeeBEQG7","A Boogie Wit da Hoodie, Kodak Black",spotify:album:3HHp5I6Q6SEyU5bkvoCtnV,The Bigger Artist,spotify:artist:31W5EY0aAly4Qieq6OFu6I,A Boogie Wit da Hoodie,9/29/2017,https://i.scdn.co/image/ab67616d0000b273cdba7ee22968991250725ce1,1,3,209269,https://p.scdn.co/mp3-preview/a9055a0b7e3107db5f0b75553baabff230186f8f?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,78,spotify:user:piano_l0rd,2020-04-27T18:49:47Z
spotify:track:6gQUbFwwdYXlKdmqRoWKJe,Dude (Looks Like A Lady),spotify:artist:7Ey4PD4MYsKc5I2dolUwbH,Aerosmith,spotify:album:3XYqOJI1YlX40kJTdzFEzp,Permanent Vacation,spotify:artist:7Ey4PD4MYsKc5I2dolUwbH,Aerosmith,1/1/1987,https://i.scdn.co/image/ab67616d0000b273a8a965df6a845b265ee19106,1,5,265773,https://p.scdn.co/mp3-preview/2fda38752a5b7867a82e8a28d27385b092af2359?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,73,spotify:user:piano_l0rd,2021-10-07T03:14:43Z
spotify:track:703b51gh4ah7GYTYwKphj5,E.I.,spotify:artist:2gBjLmx6zQnFGQJCAQpRgw,Nelly,spotify:album:2HWBPvQoaMFBF6krXyzpOv,Country Grammar,spotify:artist:2gBjLmx6zQnFGQJCAQpRgw,Nelly,6/27/2000,https://i.scdn.co/image/ab67616d0000b273dcbcf12cbd20a8b5bd3b5d8b,1,8,285906,,TRUE,0,spotify:user:piano_l0rd,2020-04-27T18:49:47Z
spotify:track:5Gip2UwE4f8L4MQWsvcvfA,那女孩對我說,spotify:artist:4rdSHzO4enUlVxdQeHPGTp,Rachel Liang,spotify:album:0687JPYolanYGONrSkOZtK,#2019還在聽,spotify:artist:4rdSHzO4enUlVxdQeHPGTp,Rachel Liang,3/8/2019,https://i.scdn.co/image/ab67616d0000b273c31876bbda7e600800b88d92,1,1,268875,https://p.scdn.co/mp3-preview/e54f90710e1d6dfe139e742a84e2c5a3bc78ac0f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,57,spotify:user:piano_l0rd,2020-04-27T18:45:58Z
spotify:track:1z7NbT4UNnlmE6jw5biz8g,让世界充满爱,spotify:artist:11ffcFKctXGwkKRDYkgaMf,Ren Zhen Hao,spotify:album:1G3dzMxFogEs7fL0vQyq65,同窗岁月,spotify:artist:11ffcFKctXGwkKRDYkgaMf,Ren Zhen Hao,8/5/2008,https://i.scdn.co/image/ab67616d0000b2738b89591c5e58a5ef81ac8f61,1,6,312581,https://p.scdn.co/mp3-preview/5a202c0aba71b95107b2ea7eba21e2119fd43241?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,10,spotify:user:piano_l0rd,2020-04-27T18:45:58Z
spotify:track:4tNXntkAzQ5A2dfYRYGIIQ,Easier,spotify:artist:5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,spotify:album:0puSqXoH0dMgimvyi5slCt,Easier,spotify:artist:5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,5/23/2019,https://i.scdn.co/image/ab67616d0000b2734916d2b50fd1b00cb27fdbcf,1,1,157492,,FALSE,3,spotify:user:piano_l0rd,2020-04-27T18:47:44Z
spotify:track:5ImB84KIudntOyb89107Ob,Easy Lover,"spotify:artist:6ZNeppgfBLPUyugks9Yn1u, spotify:artist:4lxfqrEsLX6N1N4OCSkILp","Philip Bailey, Phil Collins",spotify:album:7yZHLfxqiGPbSQLrVJljah,The Singles (Expanded),spotify:artist:4lxfqrEsLX6N1N4OCSkILp,Phil Collins,10/14/2016,https://i.scdn.co/image/ab67616d0000b2737422ea855ab95313c190855d,1,11,303746,,FALSE,0,spotify:user:piano_l0rd,2020-04-27T18:53:12Z
spotify:track:0LN5gIsS5tQSmRzQrHSaTR,Eminence Front,spotify:artist:67ea9eGLXYMsO2eYQRui3w,The Who,spotify:album:46rjSfrOaPBPX8npn50l0A,It's Hard,spotify:artist:67ea9eGLXYMsO2eYQRui3w,The Who,9/4/1982,https://i.scdn.co/image/ab67616d0000b273daa48b4b3385808beb8eb5db,1,6,339106,https://p.scdn.co/mp3-preview/ef46af069eab82ed0c008b8432783ccb04485384?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,61,spotify:user:piano_l0rd,2020-04-27T18:50:46Z
spotify:track:069YqoVkrwNxnfWWj7k3Qk,Empire - Remastered 2003,spotify:artist:2OgUPVlWYgGBGMefZgGvCO,Queensrÿche,spotify:album:6jmesEKzKTLAa3oI96jWow,Empire - 20th Anniversary Edition,spotify:artist:2OgUPVlWYgGBGMefZgGvCO,Queensrÿche,1990,https://i.scdn.co/image/ab67616d0000b273eeb8caa4fee70e9f8ec15d3b,1,6,324066,https://p.scdn.co/mp3-preview/619e2803c30a36db57d4812c1e12d9d177a297d9?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,52,spotify:user:piano_l0rd,2020-08-28T03:25:54Z
spotify:track:1YwNlWLf8auhazSQUDQLFU,Enjoy the Silence - Single Mix,"spotify:artist:762310PdDnwsDxAQxzQkfX, spotify:artist:4zvLVP1siaenGVnUBDo2nt, spotify:artist:7CXlqxbfckEDH2hQMjrGyZ","Depeche Mode, Daniel Miller, Phil Legg",spotify:album:13OoJ5Y23cdo8CDAiQwznb,Enjoy the Silence,spotify:artist:762310PdDnwsDxAQxzQkfX,Depeche Mode,1990,https://i.scdn.co/image/ab67616d0000b273198b72cd638a4ddea81b0b03,1,1,257333,https://p.scdn.co/mp3-preview/5722737f9c2e5540f9afe4b617fdfb82cf767c93?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,68,spotify:user:piano_l0rd,2020-09-30T16:39:41Z
spotify:track:5BIMPccDwShpXq784RJlJp,Enter Sandman,spotify:artist:2ye2Wgw4gimLv2eAKyk1NB,Metallica,spotify:album:6QdCohkHKNTVoaSx1ZzitH,Metallica,spotify:artist:2ye2Wgw4gimLv2eAKyk1NB,Metallica,8/12/1991,https://i.scdn.co/image/ab67616d0000b273af07dc851962508661bbcfce,1,1,331573,,FALSE,19,spotify:user:piano_l0rd,2020-04-27T18:50:46Z
spotify:track:5IMtdHjJ1OtkxbGe4zfUxQ,Escape (The Pina Colada Song),spotify:artist:0TqIPD4IS1w4e30R38B3vj,Rupert Holmes,spotify:album:163iYwl7Kdm9ayTnD4VyfN,Partners In Crime,spotify:artist:0TqIPD4IS1w4e30R38B3vj,Rupert Holmes,1/1/1979,https://i.scdn.co/image/ab67616d0000b273af7afb5c49afd3133fa2a6c9,1,1,276493,https://p.scdn.co/mp3-preview/8497d576ce117e8d3a9db3744ccd026493e5f23d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,77,spotify:user:piano_l0rd,2020-04-27T18:47:44Z
spotify:track:5MoDQWMDMaAGDEiWsJfeCi,Eternal Flame,spotify:artist:51l0uqRxGaczYr4271pVIC,The Bangles,spotify:album:4yaX6Gmlvo42PnGgBdhzGf,The Essential Bangles,spotify:artist:51l0uqRxGaczYr4271pVIC,The Bangles,2004,https://i.scdn.co/image/ab67616d0000b273fed4a89ebe66064c67f2f4ea,1,5,238026,https://p.scdn.co/mp3-preview/0e0aa874be907040c0811db6ae475acc3405c5a5?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,71,spotify:user:piano_l0rd,2020-04-27T18:49:59Z
spotify:track:05fHQeRbCSjKVS6z0WbQKJ,Every Time You Go Away - Radio Edit,spotify:artist:6rqU9HQ57NYGBnBzbrY3a4,Paul Young,spotify:album:6bDQgC4mNcwz46wHKI6h2y,From Time To Time - The Singles Collection,spotify:artist:6rqU9HQ57NYGBnBzbrY3a4,Paul Young,9/7/1991,https://i.scdn.co/image/ab67616d0000b273e0126da84b670e4f81afc75e,1,1,267000,https://p.scdn.co/mp3-preview/3d028f7d77f091b739e9f0ab4c470ae12ff75637?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,73,spotify:user:piano_l0rd,2020-12-02T04:55:24Z
spotify:track:2iUmqdfGZcHIhS3b9E9EWq,Everybody Talks,spotify:artist:0RpddSzUHfncUWNJXKOsjy,Neon Trees,spotify:album:0uRFz92JmjwDbZbB7hEBIr,Picture Show,spotify:artist:0RpddSzUHfncUWNJXKOsjy,Neon Trees,1/1/2012,https://i.scdn.co/image/ab67616d0000b2734a6c0376235e5aa44e59d2c2,1,3,177280,https://p.scdn.co/mp3-preview/2f070fe27132eedc8df3c98babc8984b69ba62cb?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,83,spotify:user:piano_l0rd,2021-04-23T01:30:04Z
spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,spotify:artist:4bthk9UfsYUYdcFyqxmSUU,Tears For Fears,spotify:album:3myPwaMYjdwhtq0nFgeG6W,Songs From The Big Chair (Super Deluxe Edition),spotify:artist:4bthk9UfsYUYdcFyqxmSUU,Tears For Fears,2/25/1985,https://i.scdn.co/image/ab67616d0000b27322463d6939fec9e17b2a6235,1,3,251488,https://p.scdn.co/mp3-preview/695a604eb1791597dc5a41cb50fe8eed3a178192?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,85,spotify:user:piano_l0rd,2021-02-13T06:12:01Z
spotify:track:39qYD4J4BKvZMQgxfXl5bv,Eye In The Sky,spotify:artist:2m62cc253Xvd9qYQ8d2X3d,The Alan Parsons Project,spotify:album:4BGd9BmpePqeSfHLeYiCDr,Eye In The Sky (Expanded Edition),spotify:artist:2m62cc253Xvd9qYQ8d2X3d,The Alan Parsons Project,1982,https://i.scdn.co/image/ab67616d0000b273182cfcd0cc42013557f64c89,1,2,276280,https://p.scdn.co/mp3-preview/b762ca8e42aeba6678094ed2d99905846bf66223?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,73,spotify:user:piano_l0rd,2021-01-28T19:04:39Z
spotify:track:2KH16WveTQWT6KOG9Rg6e2,Eye of the Tiger,spotify:artist:26bcq2nyj5GB7uRr558iQg,Survivor,spotify:album:3t3BbpFJiGcXl4jI5CRLLA,Rocky IV,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,Various Artists,1985,https://i.scdn.co/image/ab67616d0000b273f4a2ccbe20d6d52f16816812,1,4,245640,https://p.scdn.co/mp3-preview/07b02ca0686c68c6195c8707b6f5dbc2a4137a3a?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,80,spotify:user:piano_l0rd,2020-04-27T18:53:12Z
spotify:track:4Yf5bqU3NK4kNOypcrLYwU,Faint,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park,spotify:album:4Gfnly5CzMJQqkUFfoHaP3,Meteora,spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park,3/24/2003,https://i.scdn.co/image/ab67616d0000b273b4ad7ebaf4575f120eb3f193,1,7,162600,https://p.scdn.co/mp3-preview/82c1a6a8ddfccdd33b87ffbd70a22609ebb50f0d?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,76,spotify:user:piano_l0rd,2020-04-27T18:51:39Z
spotify:track:3MLtopC0uho28PxZN7Zecy,Fake You Out,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,spotify:album:2r2r78NE05YjyHyVbVgqFn,Vessel,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,1/8/2013,https://i.scdn.co/image/ab67616d0000b273d263500f1f97e978daa5ceb1,1,9,231320,https://p.scdn.co/mp3-preview/29a40030e3c1c8c24fc5f6f43d794ec72b4255a8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,66,spotify:user:piano_l0rd,2020-04-27T18:53:24Z
spotify:track:0wf7kzhzmKhyZGVOCfZC5b,Far Away,spotify:artist:0fauHpmSHwodVYIjTqOGHz,Yiruma,spotify:album:6cLyeW6wzB7UmOlX6fEkLi,Piano,spotify:artist:0fauHpmSHwodVYIjTqOGHz,Yiruma,10/9/2015,https://i.scdn.co/image/ab67616d0000b273ca6f3df70ef0abcdfbf4c6d9,1,7,201875,https://p.scdn.co/mp3-preview/1c2a6891a75a2bc0287649c2154fb5a5cf93dac0?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,50,spotify:user:piano_l0rd,2020-04-27T18:52:49Z
spotify:track:2M9ro2krNb7nr7HSprkEgo,Fast Car,spotify:artist:7oPgCQqMMXEXrNau5vxYZP,Tracy Chapman,spotify:album:6hmmX5UP4rIvOpGSaPerV8,Tracy Chapman,spotify:artist:7oPgCQqMMXEXrNau5vxYZP,Tracy Chapman,4/5/1988,https://i.scdn.co/image/ab67616d0000b2737602becfedf6e25752cb54ff,1,2,296800,https://p.scdn.co/mp3-preview/3e8e1a7797f26e8022171e6348344262014e16cf?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,81,spotify:user:piano_l0rd,2020-04-27T18:53:24Z
spotify:track:0SCk8WpBKSvK6QkSyixRAY,Father Figure,spotify:artist:19ra5tSw0tWufvUp8GotLo,George Michael,spotify:album:3coLNlyStg9h7f8CZ103Rl,Ladies And Gentlemen... The Best Of George Michael,spotify:artist:19ra5tSw0tWufvUp8GotLo,George Michael,11/9/1998,https://i.scdn.co/image/ab67616d0000b27364c19b24ce947ffa363f8f96,1,2,340360,https://p.scdn.co/mp3-preview/8b56639ff218e5e63519727cea134bf2c2eb3405?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,53,spotify:user:piano_l0rd,2021-04-16T19:39:30Z
spotify:track:0i8JFpqe9cKwnrcvoNgl1L,Feel Invincible,spotify:artist:49bzE5vRBRIota4qeHtQM8,Skillet,spotify:album:4rJu3hBFAUqIAQOlSStJzO,Unleashed,spotify:artist:49bzE5vRBRIota4qeHtQM8,Skillet,8/5/2016,https://i.scdn.co/image/ab67616d0000b2733387bacdfd59f32e14dbe17a,1,1,229933,https://p.scdn.co/mp3-preview/0b76d34f2ebd23600fe479ea88dcb2cd592bb654?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,75,spotify:user:piano_l0rd,2020-04-27T18:53:24Z
spotify:track:0Ywrvt1SDBX08UJlkjjyJt,Feel Like Home (feat. Styles Of Beyond),"spotify:artist:7dWYWUbO68rXJOcyA7SpJk, spotify:artist:5bf6yYgHODBW5EreBZshpX","Fort Minor, Styles Of Beyond",spotify:album:5IVXoFWXh9gQNGhool07M1,The Rising Tied,"spotify:artist:7dWYWUbO68rXJOcyA7SpJk, spotify:artist:6xBZgSMsnKVmaAxzWEwMSD","Fort Minor, Mike Shinoda",11/21/2005,https://i.scdn.co/image/ab67616d0000b2737312d19a1a72224ee6b1644e,1,5,233546,,TRUE,0,spotify:user:piano_l0rd,2020-04-27T18:52:59Z
spotify:track:1gihuPhrLraKYrJMAEONyc,Feel So Close - Radio Edit,spotify:artist:7CajNmpbOovFoOoasH2HaY,Calvin Harris,spotify:album:7w19PFbxAjwZ7UVNp9z0uT,18 Months,spotify:artist:7CajNmpbOovFoOoasH2HaY,Calvin Harris,10/29/2012,https://i.scdn.co/image/ab67616d0000b273dcef905cb144d4867119850b,1,3,206413,https://p.scdn.co/mp3-preview/0d6e73f38aa3462f05399ffdba642cfc67ee6a86?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,83,spotify:user:piano_l0rd,2020-04-27T18:45:58Z
